model_name,split,image_path,gt_idx,scale_bin,best_score_all,match_metric,best_metric_all,best_metric_conf,best_metric_final,best_iou_all,best_iou_conf,best_iou_final,fn_type,gt_cls,gt_box_xyxy
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0030.png,0,>=64,0.4152880609035492,iou,0.5039669871330261,0.21569891273975372,0.21023774147033691,0.5039669871330261,0.21569891273975372,0.21023774147033691,regression_or_match_poor,0,"126.00,192.00,375.00,308.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0051.png,2,32-64,0.43612292408943176,iou,0.6747958064079285,0.01607486791908741,0.015115810558199883,0.6747958064079285,0.01607486791908741,0.015115810558199883,regression_or_match_poor,0,"148.39,67.22,174.99,99.26"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0055.png,1,>=64,0.36236846446990967,iou,0.7164735794067383,0.16824692487716675,0.16824692487716675,0.7164735794067383,0.16824692487716675,0.16824692487716675,regression_or_match_poor,0,"151.00,65.00,211.00,117.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,1,16-32,0.0,iou,0.0,0.0,0.0,0.0,0.0,0.0,no_response,0,"178.00,160.00,197.00,203.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0066.png,3,16-32,0.08755329996347427,iou,0.4852273464202881,0.0,0.0,0.4852273464202881,0.0,0.0,low_score,0,"301.00,109.00,342.00,124.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0068.png,1,32-64,0.23749934136867523,iou,0.6059411764144897,0.0,0.0,0.6059411764144897,0.0,0.0,low_score,0,"124.00,211.00,155.00,235.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0068.png,2,32-64,0.10469108074903488,iou,0.6907961964607239,0.0,0.0,0.6907961964607239,0.0,0.0,low_score,0,"245.00,204.00,283.00,244.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,1,32-64,0.10018052905797958,iou,0.3533066511154175,0.0,0.0,0.3533066511154175,0.0,0.0,low_score,0,"213.83,122.63,243.66,150.93"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,2,16-32,0.22482988238334656,iou,0.7259190082550049,0.0,0.0,0.7259190082550049,0.0,0.0,low_score,0,"145.00,243.47,169.47,271.77"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0069.png,3,16-32,0.11071904748678207,iou,0.7386513352394104,0.0,0.0,0.7386513352394104,0.0,0.0,low_score,0,"421.86,195.29,438.68,225.88"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0072.png,0,16-32,0.3201218247413635,iou,0.3221973776817322,0.15184183418750763,0.15184183418750763,0.3221973776817322,0.15184183418750763,0.15184183418750763,regression_or_match_poor,0,"222.00,150.00,241.00,164.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0105.png,0,32-64,0.10343251377344131,iou,0.6813892126083374,0.0,0.0,0.6813892126083374,0.0,0.0,low_score,0,"145.00,170.00,205.00,198.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0143.png,1,>=64,0.4090368151664734,iou,0.876302182674408,0.11231014132499695,0.10515972226858139,0.876302182674408,0.11231014132499695,0.10515972226858139,regression_or_match_poor,0,"271.00,247.00,318.00,294.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0144.png,0,32-64,0.015064517967402935,iou,0.8308132290840149,0.0,0.0,0.8308132290840149,0.0,0.0,low_score,0,"312.00,269.00,350.00,305.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0177.png,0,>=64,0.7370715737342834,iou,0.32580775022506714,0.32580775022506714,0.2999272644519806,0.32580775022506714,0.32580775022506714,0.2999272644519806,postproc_filtered,0,"93.00,323.00,261.00,416.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0188.png,1,32-64,0.23729750514030457,iou,0.567809522151947,0.0,0.0,0.567809522151947,0.0,0.0,low_score,0,"293.00,111.00,340.00,184.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0221.png,0,<16,0.6338526606559753,iou,0.0005084170261397958,0.0005084170261397958,0.0005084170261397958,0.0005084170261397958,0.0005084170261397958,0.0005084170261397958,regression_or_match_poor,0,"200.00,228.00,201.00,229.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0221.png,3,>=64,0.28698036074638367,iou,0.5936595797538757,0.14361082017421722,0.13517463207244873,0.5936595797538757,0.14361082017421722,0.13517463207244873,regression_or_match_poor,0,"263.00,200.00,331.00,285.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0221.png,4,32-64,0.28698036074638367,iou,0.32513219118118286,0.08970804512500763,0.08970804512500763,0.32513219118118286,0.08970804512500763,0.08970804512500763,regression_or_match_poor,0,"232.00,144.00,283.00,195.00"
bsd,val,/home/ubuntu/hpproject/yolo/dataset/yolo/datasetm6c/images/val/0221.png,5,>=64,0.28698036074638367,iou,0.45305120944976807,0.25211912393569946,0.25211912393569946,0.45305120944976807,0.25211912393569946,0.25211912393569946,regression_or_match_poor,0,"143.00,129.00,229.00,214.00"
